NOMREG;NOMDEP;DATEAPPELLATION;FERME;ANNREOUV;ANNEXE;nom_du_musee;ADR;CP;VILLE;SITWEB;latitude;longitude
BOURGOGNE;CÔTE D’OR;01/02/2003;NON;juin-09;;Musée du Pays Châtillonnais - Trésor de Vix;14, Rue de la Libération;21400;CHATILLON-SUR-SEINE;www.musee-vix.fr;47.863812;4.574628
BOURGOGNE;CÔTE D’OR;06/01/2002;NON;;;Musée Magnin;4, rue des Bons Enfants;21000;DIJON;www.musee-magnin.fr;47.320958;5.042188
BOURGOGNE;CÔTE D’OR;01/02/2003;NON;;;Musée de la Vie Bourguignonne, Perrin de Puycousin;"Monastère des Bernardines
15-17, rue Sainte-Anne";21000;DIJON;www.musees-bourgogne.org;47.317415;5.037131
BOURGOGNE;CÔTE D’OR;01/02/2003;NON;;;Musée François Rude;8, Rue Vaillant;21000;DIJON;http://mba.dijon.fr ou www.ville-dijon.fr;47.321222;5.04395
BOURGOGNE;CÔTE D’OR;01/02/2003;NON;;;Musée d'Art Sacré;"Monastère des Bernardines
15-17, rue Sainte-Anne";21000;DIJON;Site des musées de Bourgogne;47.317415;5.037131
BOURGOGNE;CÔTE D’OR;06/01/2002;NON;;;Muséum - Jardin des Sciences;"Parc de l'Arquebuse
14, Rue Jehan de Marville - 1 Avenue Albert 1er";21000;DIJON;www.dijon.fr;47.322449;5.015052
BOURGOGNE;CÔTE D’OR;01/02/2003;NON;;;Musée Archéologique;"5, Rue du Docteur Maret
CS 73310";21033;DIJON Cedex;Site des musées de Bourgogne - www.musees-bourgogne.org;47.32236;5.034429
BOURGOGNE;CÔTE D’OR;06/01/2002;NON;;;Musée des Beaux-Arts;"Palais des Ducs et des Etats de Bourgogne
CS 73310";21033;DIJON Cedex;http://mba.dijon.fr ou www.ville-dijon.fr;;
BOURGOGNE;CÔTE D’OR;01/02/2003;NON;;;Musée Noisot;Mairie de Fixin;21220;FIXIN;Site des musée de Bourgogne;47.243639;4.989806
BOURGOGNE;CÔTE D’OR;01/02/2003;OUI;Fermé définitivement;;Musée des Arts et Traditions des Hautes-Côtes;1 PLACE DE LA FONTAINE;21220;GEVREY-CHAMBERTIN - Reulle Vergy;;;
BOURGOGNE;CÔTE D’OR;01/02/2003;NON;;;Musée des Beaux-Arts;"Chapelle des Ursulines
Rue Piron";21500;MONTBARD;http://www.montbard.com/;47.624475;4.336854
BOURGOGNE;CÔTE D’OR;01/02/2003;NON;02-mai-04;;Musée Buffon;"Anciennes Ecuries de Buffon
B.P. 90";21506;MONTBARD cedex;http://www.montbard.com/ ou Site des musées de Bourgogne;;
BOURGOGNE;CÔTE D’OR;01/02/2003;NON;;;Musée Municipal;12, Rue Camille Rodier;21700;NUITS-SAINT-GEORGES;Site des musées de Bourgogne;47.138661;4.950405
BOURGOGNE;CÔTE D’OR;01/02/2003;NON;;;Musée Municipal François Pompon;3, Place du Docteur Roclore;21210;SAULIEU;Site des musées de Bourgogne ou www.saulieu.fr;47.279459;4.229714
BOURGOGNE;CÔTE D’OR;01/02/2003;NON;;;Musée Municipal;3, Rue Jean-Jacques Collenot;21140;SEMUR-EN-AUXOIS;Site des musées de Bourgogne;47.490173;4.336447
BOURGOGNE;NIÈVRE;01/02/2003;NON;;;Musée du Septennat;6, rue du Château;58120;CHATEAU-CHINON;www.cg58.fr;47.06721;3.934311
BOURGOGNE;NIÈVRE;01/02/2003;NON;;;Musée du Costume;16-18, rue Saint Christophe;58120;CHATEAU-CHINON;www.cg58.fr/patrimoi/costu.htm;47.066701;3.933691
BOURGOGNE;NIÈVRE;01/02/2003;NON;;;Musée d'Art et d'Histoire Romain Rolland;Avenue de la République;58500;CLAMECY;www.musees-bourgogne.org;47.460717;3.520761
BOURGOGNE;NIÈVRE;01/02/2003;NON;;;Musée de la Loire de Cosne sur Loire;Place de la Résistance;58200;COSNE-SUR-LOIRE;www.mairie-cosnessurloire.fr/Services/MUSEEE/ACCUEIL.htm;47.410594;2.922716
BOURGOGNE;NIÈVRE;01/02/2003;OUI;xx;;Musée Municipal;33, Rue des Chapelains;58400;LA CHARITE-SUR-LOIRE;Site de l'OTSI ou des musées de Bourgogne;47.178733;3.015633
BOURGOGNE;NIÈVRE;01/02/2003;NON;;;Musée de la Mine;1, Avenue de la République;58260;LA MACHINE;www.cc-loire-foret.fr ou www.cg58.fr et Site des musées de Bourgogne;46.889225;3.463514
BOURGOGNE;NIÈVRE;01/02/2003;OUI;Non prévue;;Musée Archéologique du Nivernais (Porte du Croux);"Société Nivernaise des Lettres et Sciences et Arts
Rue de la Porte du Croux";58000;NEVERS;Conseil général;;
BOURGOGNE;NIÈVRE;01/02/2003;OUI;28-sept-13;;Musée de la Faïence Frédéric Blandin;16, rue Saint-Genest;58000;NEVERS;www.musee-faience.nevers.fr;46.98629;3.155037
BOURGOGNE;NIÈVRE;01/02/2003;OUI;Non prévue;;Musée Ernest Guédon;17, quai Jules-Pabiot;58150;POUILLY-SUR-LOIRE;;47.285947;2.949487
BOURGOGNE;NIÈVRE;01/02/2003;NON;;;Musée du Grès de Puisaye;Château de Saint-Amand;58310;SAINT-AMAND-EN-PUISAYE;www.cg58.fr - Site musées de Bourgogne;47.536865;3.067214
BOURGOGNE;NIÈVRE;01/02/2003;NON;1993;;Musée Auguste Grasset;Place de la Mairie;58210;VARZY;www.cg58.fr ou www.musees-bourgogne.org;47.359969;3.388063
BOURGOGNE;SAONE ET LOIRE;06/01/2002;NON;;;Museum d'Histoire Naturelle Jacques de La Comble;14, Rue Saint-Antoine;71400;AUTUN;www.autun.com/tourisme/museum.php;46.947996;4.301812
BOURGOGNE;SAONE ET LOIRE;01/02/2003;OUI;Non prévue;;Musée Lapidaire Saint-Nicolas;Rue Saint Nicolas;71400;AUTUN;;46.955532;4.300124
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée Rolin;5, rue des Bancs;71400;AUTUN;www.autun.com ou Site des musées de Bourgogne;46.961209;4.305784
BOURGOGNE;SAONE ET LOIRE;01/02/2003;OUI;Non prévue;;Musée Verger Tarin;Rue des Sous-Chantres;71400;AUTUN;;46.944133;4.299862
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée de la Mine;34, rue du Bois Clair;71450;BLANZY;www.ecomusee-creusot-montceau.fr Site des musées de Bourgogne et de l'écomusée;46.701488;4.382962
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée Saint-Nazaire;Rue St Nazaire;71140;BOURBON-LANCY;Site des musées de Bourgogne ou www.bourbon-lancy.com/musees_fr_02_07_02.html;46.624461;3.770111
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée Nicéphore Niepce;28, Quai des Messageries;71100;CHALON-SUR-SAONE;www.museeniepce.com;46.780045;4.855727
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée Denon;Place de l'hotel de ville;71100;CHALON-SUR-SAONE;site des musées de Bourgogne;46.78089;4.853022
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée du Prieuré de Charolles;Rue du Prieuré;71120;CHAROLLES;Site des musées de Bourgogne ou site de la ville - http://www.ville-charolles.fr/musee-du-prieure;46.432494;4.279233
BOURGOGNE;SAONE ET LOIRE;01/02/2003;OUI;;;Musée René Davoine;32, rue René Davoine;71120;CHAROLLES;www.institut-charolais.com (site de l'office du tourisme);46.4329;4.271817
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée d'Art et d'Archéologie;"Palais Jean de Bourbon
Parc abbatial";71250;CLUNY;Site des musées de Bourgogne;;
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée de l'Homme et de l'Industrie - Ecomusée de la Communauté Le Creusot-Monceau-Les-Mines;"Château de la Verrerie
B.P. 53";71202;LE CREUSOT Cedex;www.ecomusee-creusot-montceau.fr;;
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;"L'Atelier d'un Journal"" de Louhans - Musée Municipal";29, Rue des Dodânes;71500;LOUHANS;www.ecomusee-de-la-bresse.com ou site des musées de Bourgogne;46.630156;5.224455
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée des Ursulines;5, rue des Ursulines;71000;MACON;http://www.macon.fr/Culture-sports-et-loisirs/Les-Musees-de-Macon;46.307159;4.832892
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée Lamartine;41, Rue Sigorgne;71000;MACON;http://www.macon.fr/Culture-sports-et-loisirs/Les-Musees-de-Macon;46.305187;4.832539
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée de la Tour du Moulin;7-9, rue de la Tour;71110;MARCIGNY;www.marcigny.fr/musee-de-la-tour-du-moulin - http://tourdumoulin.blogspot.com;46.274545;4.043191
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;24/09/2005;;Musée Eucharistique du Hiéron;13, Rue de la Paix;71600;PARAY-LE-MONIAL;www.musee-hieron.fr;46.451822;4.123021
BOURGOGNE;SAONE ET LOIRE;01/02/2003;OUI;Fusion des musées;;Musée Municipal;Avenue Jean-Paul II;71600;PARAY-LE-MONIAL;;46.450634;4.119775
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Ecomusée de la Bresse Bourguignonne;Château départemental;71270;PIERRE-DE-BRESSE;www.ecomusee-de-la-bresse.com;46.88301;5.262064
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée Départemental du Compagnonnage;Le Bourg;71570;ROMANECHE-THORINS;http://www.cg71.fr/musee_compagnonnage/ ou http://musee-compagnonnage.cg71.fr;46.186127;4.741798
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée du Terroir;Le Champ Bressan;71470;ROMENAY;;46.501598;5.06602
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Musée Départemental de Préhistoire de Solutré;;71960;SOLUTRE-POUILLY;www.musees-bourgogne.org;46.294797;4.736366
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Hôtel Dieu - Musée Greuze;21, rue de l'hôpital;71700;TOURNUS;Site des musées de Bourgogne;46.562137;4.910839
BOURGOGNE;SAONE ET LOIRE;01/02/2003;OUI;Non prévu;;Musée Bourguignon -  Perrin de Puycousin;8, Place de l'Abbaye;71700;TOURNUS;Site des musées de Bourgogne;46.566134;4.909274
BOURGOGNE;SAONE ET LOIRE;01/02/2003;NON;;;Maison du Blé et du Pain;2, Rue de l'Egalité;71350;VERDUN-SUR-LE-DOUBS;www.verdunsurledoubs.fr rubrique culture ou www.ecomusee-de-la-bresse.com;46.899606;5.021369
BOURGOGNE;YONNE;01/02/2003;NON;;;Musée Leblanc-Duvernois;9 bis, Rue d'Egleny;89000;AUXERRE;Site des musées de Bourgogne;47.795393;3.566248
BOURGOGNE;YONNE;01/02/2003;NON;;;Muséum - Maison de l'Eau;5, Boulevard Vauban;89000;AUXERRE;Site des musées de Bourgogne;47.796936;3.564362
BOURGOGNE;YONNE;01/02/2003;NON;;;Musée d'Art et d'Histoire;"Abbaye St-Germain
2 bis, Place Saint-Germain";89000;AUXERRE;Site des musées de Bourgogne;47.800283;3.571975
BOURGOGNE;YONNE;01/02/2003;NON;;;Musée de l'Avallonnais;"5, Rue du Collège
B.P. 67";89206;AVALLON Cedex;www.museeavallonnais.fr- site des musées de Bourgogne - site ville;47.486968;3.906795
BOURGOGNE;YONNE;01/02/2003;NON;;;Musée des Arts Naïfs et Populaires de Noyers sur Serein;25, Rue de l'Eglise;89310;NOYERS-SUR-SEREIN;Site des musées de Bourgogne ou www.noyers-sur-serein.com/artnaif.htm;47.72104;3.966631
BOURGOGNE;YONNE;23/06/2008;NON;;;Musée de l'Aventure du Son;Place de l'hôtel de ville;89170;SAINT-FARGEAU;www.aventureduson.fr;47.641201;3.070611
BOURGOGNE;YONNE;01/02/2003;NON;;;Musée Colette;Château;89520;SAINT-SAUVEUR-EN-PUISAYE;www.centre-colette.com - http://www.yonne-89.net/MuseeColette.htm;47.617677;3.199325
BOURGOGNE;YONNE;01/02/2003;NON;;;Musée Muncipal;Place de la Cathédrale;89100;SENS;Site des musées de Bourgogne;48.197826;3.282682
BOURGOGNE;YONNE;01/02/2003;OUI;Non prévue;;Musée Municipal de Tonnerre;22, Rue Rougemont;89700;TONNERRE;;47.855191;3.97484
BOURGOGNE;YONNE;01/02/2003;NON;15-mars-06;;Musée Zervos;"Rue Saint-Etienne
Maison Romain-Rolland";89450;VEZELAY;www.musee-zervos.fr;;
BOURGOGNE;YONNE;01/02/2003;NON;;;Musée Villeneuvien;Porte de Joigny et 2, Rue Carnot;89500;VILLENEUVE-SUR-YONNE;Site de la ville;48.080297;3.294088
BOURGOGNE;YONNE;01/02/2003;NON;2008;;Musée d'Art et d'Histoire du Puisaye;Rue Paul-Huillard;89130;VILLIERS-SAINT-BENOIT;;47.780167;3.207453
BRETAGNE;COTES D'ARMOR;01/02/2003;NON;;;Musée du Château de Dinan;Rue du Château;22100;DINAN;www.mairie-dinan.com;48.450306;-2.043857
BRETAGNE;COTES D'ARMOR;02/05/2002;NON;;;Musée Mathurin Meheut;"Place du Martray
B.P. 70418";22404;LAMBALLE Cedex;www.musee-meheut.fr;;
BRETAGNE;COTES D'ARMOR;01/02/2003;NON;;;Musée d'Art et d'Histoire;"Cour Francis Renaud
Rue des Lycéens Martyrs";22000;SAINT-BRIEUC;www.mairie-saint-brieuc.fr;;
BRETAGNE;FINISTERE;06/01/2002;NON;;Musée National de la Marine de Paris;Musée National de la Marine;Château de Brest;29240;BREST;www.musee-marine.fr/brest;48.385372;-4.488366
BRETAGNE;FINISTERE;01/02/2003;NON;;;Musée des Beaux-Arts de Brest;24, Rue Traverse;29200;BREST;www.musee-brest.com;48.385326;-4.490018
BRETAGNE;FINISTERE;01/02/2003;NON;;;Ecomusée des Monts d'Arrée - Moulins de Kerouat;Moulins de Kerouat;29450;COMMANA;www.ecomusee-monts-arree.fr;48.415821;-4.006179
BRETAGNE;FINISTERE;01/02/2003;NON;;;Musée de la Pêche;"Concarneau Cornouaille Agglomération
3, Rue Vauban";29900;CONCARNEAU;www.concarneau-cornouaille.fr - www.musee-peche.fr;47.872103;-3.915485
BRETAGNE;FINISTERE;01/02/2003;NON;;;Le Port-Musée;Place de l'Enfer;29100;DOUARNENEZ;www.port-musee.org;48.092809;-4.332891
BRETAGNE;FINISTERE;01/02/2003;OUI;2018;;Musée de Morlaix;Place des Jacobins;29600;MORLAIX;www.musee.ville.morlaix.fr;48.577109;-3.825372
BRETAGNE;FINISTERE;01/02/2003;NON;;;Musée des Phares et Balises;Le Créac'h;29242;OUESSANT;www.parc-naturel-armorique.fr;48.454477;-5.087351
BRETAGNE;FINISTERE;01/02/2003;NON;;;Ecomusée de l'Île d'Ouessant - Maison du Niou Huella;Le Niou Huella;29242;OUESSANT;www.parc-naturel-armorique.fr;48.460406;-5.110939
BRETAGNE;FINISTERE;01/02/2003;NON;;;Musée de Pont-Aven;Place de l'Hôtel de Ville;29930;PONT-AVEN;www.pontaven.fr;47.855413;-3.747175
BRETAGNE;FINISTERE;01/02/2003;NON;;;Musée Bigouden;Square de l'Europe;29120;PONT-L'ABBE;www.museebigouden.fr;47.862215;-4.236762
BRETAGNE;FINISTERE;01/02/2003;NON;;;Musée des Beaux-Arts;40, Place Saint-Corentin;29000;QUIMPER;http//musee-beauxarts.quimper.fr;47.996206;-4.10238
BRETAGNE;FINISTERE;01/02/2003;NON;;;Musée Départemental Breton;"Palais des Evêques
1, Rue du Roi Gradlon";29000;QUIMPER;www.cg29.fr/culture/mdb.htm - Site en cours;47.995125;-4.102602
BRETAGNE;FINISTERE;01/02/2003;NON;;;Ecomusée des Monts d'Arrée - Maison Cornec;Maison Cornec;29190;RIVOAL;www.ecomusee-monts-arree.fr;;
BRETAGNE;FINISTERE;01/02/2003;NON;;;Musée de l'Ecole Rurale en Bretagne;Kergroas;29560;TREGARVAN;www.musee-ecole.fr;48.244346;-4.225059
BRETAGNE;ILE ET VILAINE;01/02/2003;OUI;;;Ecomusée du Pays de Montfort;2, Rue du Château;35160;MONTFORT-SUR-MEU;www.ecomusee-broceliande.com  - http://ecomuseepaysmontfort.free.fr/;48.137765;-1.956378
BRETAGNE;ILE ET VILAINE;01/02/2003;OUI;Définitive;;Musée de la Faucillonnaie;Manoir de la Faucillonnaie;35500;MONTREUIL-SOUS-PEROUSE;Site de l'office du tourisme;48.154961;-1.238899
BRETAGNE;ILE ET VILAINE;01/02/2003;NON;;;Ecomusée du Pays de Rennes;"Ferme de la Bintinais
Route de Noyal-Châtillon-sur-Seiche";35200;RENNES;www.ecomusee-rennes-metropole.fr;;
BRETAGNE;ILE ET VILAINE;06/01/2002;NON;;;Musée des Beaux-Arts;20, Quai Emile Zola;35100;RENNES;www.mbar.org;48.109834;-1.675861
BRETAGNE;ILE ET VILAINE;01/02/2003;NON;Mi-mars 2006;;Musée de Bretagne;"46, boulevard Magenta
CS 51138";35011;RENNES Cedex;www.musee-bretagne.fr;48.105242;-1.673896
BRETAGNE;ILE ET VILAINE;01/02/2003;NON;;;Musée d'Histoire de la Ville de Saint-Malo;"Château
Esplanade Félicité Lamennais - B.P. 147";35401;SAINT-MALO CEDEX;Site de la ville;;
BRETAGNE;ILE ET VILAINE;01/02/2003;NON;;;Musée International du Long-Cours Cap-Hornier;"Tour Solidor
Esplanade du Commandant Menguy - B.P. 147";35401;SAINT-MALO CEDEX;Site de la ville - www.ville-saint-malo.fr;;
BRETAGNE;ILE ET VILAINE;01/02/2003;NON;;;Musée Saint-Nicolas;15, Rue Pasteur;35506;VITRE;site de l'office du tourisme;48.125622;-1.216099
BRETAGNE;ILE ET VILAINE;01/02/2003;NON;;;Musée des Rochers-Sévigné;Route d'Argentré du Plessis;35500;VITRE;site de l'office du tourisme;48.099994;-1.191075
BRETAGNE;ILE ET VILAINE;01/02/2003;NON;;;Musée du Château;Place du Château;35506;VITRE Cedex;site de l'office du tourisme;48.12432;-1.214152
BRETAGNE;MORBIHAN;01/02/2003;NON;;;Ecomusée de Saint-Dégan;;56400;BREC'H;www.ecomusee-st-degan.fr;47.720736;-2.989176
BRETAGNE;MORBIHAN;01/02/2003;NON;;;Musée de Préhistoire J. Miln- Z. Le-Rouzic;10, Place de la chapelle;56340;CARNAC;www.museedecarnac.com;47.584531;-3.079164
BRETAGNE;MORBIHAN;01/02/2003;OUI;Pas d'info;;Ecomusée de l'Île de Groix;Port-Tudy;56590;ILE DE GROIX;http://ecomusee.groix.free.fr;47.63973;-3.444863
BRETAGNE;MORBIHAN;01/02/2003;NON;;;Ecomusée Industriel des Forges;Mail François Giovannelli;56650;INZINZAC-LOCHRIST;www.inzinzac-lochrist.fr/Ecomusee-des-Forges.6681.0.html;47.824797;-3.252319
BRETAGNE;MORBIHAN;16/01/2012;NON;;;Musée du Faouët;1, Rue de Quimper;56320;LE FAOUET;www.museedufaouet.fr;48.031817;-3.490833
BRETAGNE;MORBIHAN;01/02/2003;NON;;;Musée de la Compagnie des Indes;Citadelle de Port-Louis;56290;PORT-LOUIS;http://musee.lorient.fr;47.706409;-3.353649
BRETAGNE;MORBIHAN;01/02/2003;NON;;Musée National de la Marine de Paris;Musée National de la Marine;Citadelle de Port-Louis;56290;PORT-LOUIS;www.musee-marine.fr/port-louis;47.706409;-3.353649
BRETAGNE;MORBIHAN;01/02/2003;NON;;;Musée de la Résistance Bretonne;Les Hardys-Behelec;56140;SAINT-MARCEL - MALESTROIT;www.resistance-bretonne.com;47.80168;-2.432061
BRETAGNE;MORBIHAN;01/02/2003;NON;;;Musée du Château de Suscinio;;56370;SARZEAU;www.suscinio.info;47.48788;-2.798596
BRETAGNE;MORBIHAN;01/02/2003;NON;;;Musée d'Histoire et d'Archéologie de Vannes;"Château Gaillard
2, Rue Noé";56000;VANNES;;47.656705;-2.757726
BRETAGNE;MORBIHAN;01/02/2003;NON;;;La Cohue, Musée des Beaux-Arts de vannes;9 et 15 Place Saint-Pierre;56000;VANNES;;47.657693;-2.757556
CENTRE;CHER;01/02/2003;NON;;;Musée des Meilleurs Ouvriers de France;Place Etienne Dolet;18000;BOURGES;Site de la ville www.ville-bourges.fr;47.082181;2.398248
CENTRE;CHER;01/02/2003;NON;;;Musée d'Histoire Naturelle Gabriel Foucher;Parc Saint-Paul;18000;BOURGES;www.museum-bourges.net;47.069228;2.412463
CENTRE;CHER;01/02/2003;NON;;;Musée du Berry;"Hôtel Cujas
4, Rue des Arènes";18000;BOURGES;site de la ville www.ville-bourges.fr;47.08537;2.392969
CENTRE;CHER;01/02/2003;NON;;;Musée Estève;"Hôtel des Echevins
13, Rue Edouard Branly";18000;BOURGES;Site de la ville : www.ville-bourges.fr;47.085951;2.396195
CENTRE;CHER;01/02/2003;NON;;;Musée des Arts Décoratifs;"Hôtel Lallemant
5, Rue de l'Hôtel Lallemant";18000;BOURGES;Site de la ville www.ville-bourges.fr;47.084605;2.398378
CENTRE;CHER;01/02/2003;NON;;;Musée Emile Chénon;10-12, Rue de la Victoire;18370;CHATEAUMEILLANT;;46.561505;2.196409
CENTRE;CHER;01/02/2003;NON;;;Musée du Château Charles VII;Place du Général Leclerc;18500;MEHUN-SUR-YEVRE;http://www.ville-mehun-sur-yevre.fr/Le-Château;47.143299;2.216615
CENTRE;CHER;01/02/2003;NON;;;Musée Saint-Vic;Cours Manuel;18200;SAINT-AMAND-MONTROND;;46.720866;2.506685
CENTRE;CHER;01/02/2003;OUI;;;Musée Municipal - Fours Banaux;"Service patrimoine
Place Aristide Briand";18100;VIERZON;site de la ville;;
CENTRE;EURE ET LOIR;01/02/2003;OUI;Pas de musée;;Musée Bonnevallais;Rue des Ecoles;28800;BONNEVAL;;48.183865;1.390081
CENTRE;EURE ET LOIR;01/02/2003;NON;;;Muséum des Sciences Naturelles et de Préhistoire;5 bis, Bd de la Courtille;28000;CHARTRES;site de la ville : www.ville-chartres.fr ou http://perso.wanadoo.fr/samnel.museum/;48.441822;1.490983
CENTRE;EURE ET LOIR;01/02/2003;NON;;;Musée des Beaux-Arts;"Direction des Arts et du Patrimoine Culturel et Historique
29, Cloître Notre-Dame";28000;CHARTRES;www.ville-chartres.fr ou www.musees.regioncentre.fr/defaulttest.php;;
CENTRE;EURE ET LOIR;01/02/2003;NON;;;Conservatoire du Machinisme et des Pratiques Agricoles;1, rue de la République;28300;CHARTRES-MAINVILLIERS;www.lecompa.com;48.446888;1.476576
CENTRE;EURE ET LOIR;01/02/2003;NON;;;Musée des Beaux-Arts et d'Histoire Naturelle;3, rue Toufaire;28200;CHATEAUDUN;www.ville-chateaudun.fr ou www.musees.regioncentre.fr;48.070792;1.327905
CENTRE;EURE ET LOIR;01/02/2003;NON;;;Musée d'Art et d'Histoire Marcel Dessal;5-7, Place du musée;28100;DREUX;www.musees.regioncentre.fr - site de la région;48.733472;1.368066
CENTRE;EURE ET LOIR;01/02/2003;NON;;;Musée Marcel Proust;"4, rue du Docteur Proust
B.P. 20025";28120;ILLIERS-COMBRAY;http://perso.orange.fr/marcelproust/;48.29985;1.243452
CENTRE;EURE ET LOIR;01/02/2003;NON;;;Musée du Château Saint-Jean;Rue du Château;28400;NOGENT-LE-ROTROU;www.ville-nogent-le-rotrou.fr/html/art_cult/musee/collec.htm;48.318117;0.823574
CENTRE;EURE ET LOIR;01/02/2003;OUI;2015;;Musée Farcot;Place Farcot;28700;SAINVILLE;mairie.perso.fr/sainville/index.htm;48.415949;1.879013
CENTRE;INDRE;01/02/2003;NON;;;Musée de la Chemiserie et de l'Elégance Masculine;"Rue Charles Brillaud
BP 154";36200;ARGENTON-SUR-CREUSE;http://chemiserie.cc-argenton.fr;46.588407;1.518501
CENTRE;INDRE;01/02/2003;NON;2004;;Château Musée;31/33 Rue Hersent Luzarche;36290;AZAY-LE-FERRON;www.château-azay-le-ferron.com;46.851361;1.069524
CENTRE;INDRE;01/02/2003;NON;02-mai-01;;Musées de Châteauroux - Hôtel Bertrand;2, Rue Descente-des-Cordeliers;36000;CHATEAUROUX;www.ville-chateauroux.fr - Site de la ville;46.813737;1.694262
CENTRE;INDRE;02/05/2002;NON;;;Musée de l'Hospice Saint-Roch;"23, Rue de l'Hospice Saint-Roch
B.P. 150";36100;ISSOUDUN Cedex;www.issoudun.fr;46.945388;1.994497
CENTRE;INDRE;01/02/2003;NON;;;Musée George Sand et de la Vallée Noire;71, Rue Venôse;36400;LA CHATRE;Site de la région ou www.pays-george-sand.com;46.581939;1.989964
CENTRE;INDRE;01/02/2003;OUI;Non définie;;Musée de Géologie Régionale;;36600;LANGE;;47.064325;1.485945
CENTRE;INDRE;01/02/2003;NON;;;Musée Ornithologique (Ecomusée de la Brenne);Château Naillac;36300;LE BLANC;Site de la région centre;46.629212;1.061409
CENTRE;INDRE;01/02/2003;NON;;;Musée Archéologique d'Argentomagus;"""Les Mersans""
B.P. 6";36200;SAINT-MARCEL;www.argentomagus.com ou www.argentomagus.cc-argenton.fr;;
CENTRE;INDRE ET LOIRE;01/02/2003;OUI;Non prévue;;Musée de la poste;6, Rue Joyeuse;37400;AMBOISE;;47.411309;0.984736
CENTRE;INDRE ET LOIRE;01/02/2003;NON;;;Musée de l'Hôtel de Ville;"60, Rue Concorde
B.P. 247";37402;AMBOISE Cedex;Site de la ville www.ville-amboise.fr;47.413209;0.984493
CENTRE;INDRE ET LOIRE;01/02/2003;NON;;;Musée du Vieux Chinon;44, Rue Haute-Saint-Maurice;37500;CHINON;www.chinon-histoire.org;47.167125;0.23767
CENTRE;INDRE ET LOIRE;01/02/2003;NON;07-avr-06;;"""Maison Musée"" René Descartes";29, Rue Descartes;37160;DESCARTES;www.ville-descartes.fr/pratique/f_pratique.htm;46.972623;0.699988
CENTRE;INDRE ET LOIRE;30/04/2002;NON;20-sept-09;;Musée de Préhistoire du Grand Pressigny;Château du Grand-Pressigny;37350;LE GRAND PRESSIGNY;www.prehistoiregrandpressigny.fr;46.92224;0.804273
CENTRE;INDRE ET LOIRE;01/02/2003;NON;;;Musée Lansyer;1, rue Lansyer;37600;LOCHES;Site de la région centre ou http://www.lochesentouraine.com;47.126829;0.997457
